5aday	4275	707 
128a	9375	149 
128a	17196	1284 1416 1582 2318 3576 
154495	5795	393 
22658	2268	284 
22658	3782	392 
22658	10079	115 
22658	15146	165 2405 2513 3302 3372 3780 3797 3863 3951 
20120310	343	8717 
20120310	1390	6772 
20120310	1598	2533 2556 
20120310	2770	2004 
20120310	9866	21733 
20120310	11528	858 870 
20120310	11758	150 168 
20120310	14372	6900 
20120310	16342	228 
20061201	11832	705 
20061201	12838	419 
20061201	15706	481 
20061201	16281	849 
20101110	878	638 
20101110	2749	2716 
20101110	3652	200 
20101110	3696	1095 1110 
20101110	5388	1153 1201 1219 
20101110	5912	122 
20101110	6000	1641 
20101110	6892	3584 
20101110	7375	172 
20101110	9215	249 
20101110	9321	95 
20101110	9723	1148 
20101110	11589	378 
20101110	16408	4159 
04firebombs	6794	2747 
20041227	7180	300 
20041227	9964	85 
20041227	14969	74 
20041227	16213	30 
5307523279	11213	270 
196768	2888	83 
60gbit	13125	192 
3dcheese	589	315 
3dcheese	14351	181 
54926	1786	118 
20060826	3570	298 
20060826	3784	165 
20060826	8094	230 
20060826	12808	80 
20060826	15782	49 
0007	10434	3554 
0007	13083	198 311 
7inch	836	73 84 
7inch	15721	39 54 501 
7inch	16095	301 
2569	17175	2531 
20naming	890	78 
20100310	168	2383 
20100310	356	1714 
20100310	1484	2844 2875 
20100310	1562	1974 1989 2010 
20100310	3464	358 
20100310	3473	587 
20100310	3543	379 442 545 
20100310	3586	432 453 
20100310	3597	45082 45101 45109 45175 45204 45229 45240 45353 45370 45395 45426 
20100310	4489	588 611 
20100310	5579	206 238 
20100310	5776	2800 
20100310	6516	1408 
20100310	6964	873 916 
20100310	8495	24593 24767 25383 25407 25432 
20100310	8754	7512 
20100310	9581	2331 2352 3595 
20100310	9627	2134 
20100310	10434	6749 6980 7020 7043 
20100310	10947	9166 
20100310	12005	138 
20100310	12316	3452 
20100310	13355	2378 
20100310	13535	8129 8532 8834 
20100310	13754	2931 
20100310	15115	309 
20100310	15707	1083 1136 
20100310	16337	3077 
1994ish	329	6281 
7537412	1238	321 
7537412	7549	1382 
267k	8111	9915 
10up	13398	7 25 
7569952	7270	84 
20060803	4131	285 
20060803	4981	913 
20060803	7463	785 
20060803	11310	1722 1820 
20060803	11454	394 
20060803	12374	895 
20060803	14360	74 
20060803	14384	212 
1339229	9627	655 
401403	7549	1049 
401403	13472	119 
20110330	313	65 81 
20110330	1757	5595 
20110330	2045	6127 
20110330	2770	1329 
20110330	3245	2315 
20110330	3330	1973 
20110330	3496	624 
20110330	4162	870 
20110330	4372	208 
20110330	4489	6499 
20110330	5742	5055 
20110330	6516	3169 
20110330	6705	836 
20110330	7357	6229 
20110330	7562	5298 
20110330	7748	4066 
20110330	7855	9019 
20110330	8017	5707 
20110330	8573	10662 
20110330	8895	1823 
20110330	8990	462 
20110330	10218	663 
20110330	10640	66 159 270 
20110330	11030	4228 
20110330	11659	645 669 682 
20110330	12298	969 
20110330	12764	3020 
20110330	14372	4083 
20110330	14557	1627 1735 
20110330	15722	481 
20110330	17413	7610 
20080524	1095	1760 
20080524	1610	291 
20080524	2302	174 444 
20080524	3367	3141 
20080524	3772	1323 
20080524	5233	619 
20080524	5584	15108 
20080524	7875	3670 
20080524	8549	722 
20080524	14178	2679 
20080524	14261	3926 
20080524	15827	272 
20080524	16108	1054 
196870	16234	1340 
1010	309	833 
1010	353	255 
1010	12243	501 517 
1010	13355	658 
63289488	4846	11273 
12pm1	13999	306 
12000x	14067	687 
2103	5184	28 289 
2103	5795	1064 
2103	15076	623 654 
20121227	3049	2350 
20121227	5004	182 
20121227	8619	1084 
20121227	9051	768 
20121227	13771	1320 
20121227	14705	356 
018685	15985	1202 
5443	8555	2913 
20111126	6277	17133 
20111126	7314	819 
20111126	15419	7577 
20111126	16227	4815 
20111126	16907	54 
20090506	883	2536 
20090506	2682	1495 
20090506	3011	1495 
20090506	4033	4161 
20090506	4263	158 
20090506	5156	371 
20090506	5592	301 
20090506	5753	4 
20090506	5759	2221 
20090506	5858	222 
20090506	6035	3377 
20090506	7855	796 
20090506	8765	1203 
20090506	9523	326 
20090506	9759	3447 
20090506	10181	1167 
20090506	10328	371 
20090506	10586	2387 
20090506	11571	783 
20090506	11744	9685 
20090506	12752	6821 
20090506	13074	995 
20090506	13788	464 
20090506	13949	350 
20090506	14261	6613 
20090506	14890	2754 
20090506	16276	7172 
20090506	16698	1864 
20cruz	4071	1362 
6fb636af1b2483818825660b007ee6a5	3435	1571 
6fb636af1b2483818825660b007ee6a5	15446	247 
2426	5340	735 
28955	2110	139 
1110	6396	16368 
1110	7379	282 
1110	9351	40 514 
1110	15971	2558 
1110	16015	9532 
7538674	9201	153 
114963073011569136804	6422	21371 
1217	414	83 
1217	6681	1605 2536 
1217	13691	316 
1778	7039	744 
024	15721	249 
299	4846	10401 
299	4903	654 
299	11248	487 
299	12828	5324 
299	12951	1259 
299	13030	171 
299	13867	1204 
299	14532	975 
299	14849	43 
299	16827	114 
299	17239	194 
3245	5145	21 
19771966	2398	22 
19085	15920	30 
0080963	12829	382 
3383	12043	1989 
5307521393	2256	186 
1926	536	545 
1926	3425	20 
1926	3571	50 
1926	4235	17 
1926	5081	601 656 
1926	6242	14 
1926	6395	155 
1926	6885	2 
1926	7521	438 
1926	7879	684 
1926	10154	213 
1926	10867	700 704 
1926	11399	14 67 
1926	13832	135 
1926	13857	351 
1926	14716	84 113 
1926	16248	21 
20120511	1598	9158 
20120511	3647	2508 
20120511	4364	4595 
20120511	4731	467 
20120511	5267	102 
20120511	8488	1059 
20120511	13514	1662 1728 
20120511	14737	1937 
20120511	14816	557 
20120511	16408	5291 
20110331	141	578 
20110331	313	91 148 190 279 
20110331	2173	902 
20110331	2617	1561 
20110331	3330	1988 
20110331	3543	2856 2878 
20110331	4162	897 925 
20110331	4352	25 
20110331	4926	1381 
20110331	5053	2623 
20110331	5527	6058 
20110331	6712	4 
20110331	6748	144 
20110331	7748	4932 
20110331	8381	4155 
20110331	9627	4727 
20110331	10349	2587 
20110331	10529	1555 1647 
20110331	10640	304 346 
20110331	11000	4 
20110331	11270	3975 
20110331	11280	6 88 
20110331	12863	124 
20110331	12909	3962 
20110331	12920	1178 
20110331	14721	113 
20110331	14922	167 
20110331	16264	6982 
2minute	7562	7844 
868579	8877	250 
43a	15793	872 
2013aug	5000	7048 
5303413129	15202	89 
18241914	16625	3 
16x20	2548	479 595 
3week	3910	1147 
3week	5013	189 
3week	5768	146 
3week	7410	162 
539106	9129	24 
20112012	58	346 
20112012	289	162 
20112012	427	8881 
20112012	451	164 
20112012	499	163 
20112012	724	189 
20112012	752	37 
20112012	1183	3746 
20112012	1315	1251 
20112012	1519	174 245 
20112012	1599	577 
20112012	1786	813 
20112012	1869	2735 
20112012	1971	270 
20112012	2054	559 
20112012	2176	539 
20112012	2183	2468 
20112012	2958	151 
20112012	3200	514 
20112012	3259	116 
20112012	3310	178 
20112012	3413	53 
20112012	3495	768 
20112012	3767	365 
20112012	4454	306 
20112012	4633	237 257 455 
20112012	4913	331 
20112012	4945	809 813 
20112012	5392	220 
20112012	5527	9528 
20112012	6448	3272 
20112012	6451	575 
20112012	6485	256 
20112012	6810	574 602 
20112012	7118	211 
20112012	7512	201 849 
20112012	7763	215 
20112012	7853	822 
20112012	7952	1161 
20112012	8857	342 
20112012	8858	134 
20112012	9098	84 
20112012	9248	256 260 264 268 272 276 280 284 288 294 299 304 
20112012	9293	2127 
20112012	9571	335 347 359 374 385 393 399 410 
20112012	9673	59 
20112012	9929	73 
20112012	10043	176 
20112012	10731	320 
20112012	10827	9869 
20112012	11050	17 
20112012	11425	364 
20112012	11670	31 
20112012	11802	199 
20112012	12061	1822 
20112012	12143	151 177 
20112012	12538	5701 
20112012	13126	4054 
20112012	13199	123 
20112012	13265	289 
20112012	13342	4026 
20112012	13584	449 
20112012	13664	52 179 791 964 
20112012	13801	647 654 661 667 860 869 875 882 888 1109 1115 1120 1127 1134 1140 1146 1155 1161 1447 1453 
20112012	13859	46 559 
20112012	13943	410 
20112012	14054	413 
20112012	15426	10 11 
20112012	15988	142 
20112012	16183	52 
20112012	16235	97 
20112012	16245	547 587 
20112012	16446	1315 
20112012	16573	12 
20112012	16733	4096 
20112012	16740	1192 
20112012	16810	180 
20112012	17001	241 
20112012	17158	117 
20112012	17385	670 
104453	13060	6 
18411919	15154	122 
8a0566724802	6422	18175 
20060729	1570	983 
20060729	2276	1593 
20060729	2453	1273 
20060729	4926	399 
20060729	5240	627 
20060729	6604	870 
20060729	7988	1342 
20060729	12374	789 834 
4340	8510	215 
11x13	9494	2366 
10132	16733	3103 
160b	13315	899 
13winter	12827	641 
09	28	288 645 
09	30	234 
09	43	2949 3618 
09	54	396 
09	78	152 
09	82	527 953 
09	95	223 1928 3344 5926 7072 
09	99	141 
09	113	186 
09	120	2423 
09	149	583 795 
09	167	3927 4002 
09	180	100 
09	184	341 
09	185	19 
09	186	1234 
09	199	830 
09	200	1109 
09	202	646 2104 2382 2958 
09	221	1 
09	246	100 1565 3671 
09	248	637 
09	271	196 
09	277	61 344 
09	291	872 1001 
09	294	147 411 455 
09	300	470 555 
09	309	707 
09	313	193 
09	318	1556 1717 
09	322	228 490 995 1295 
09	328	478 
09	329	1749 22360 23393 27176 
09	340	1025 1285 1951 3015 
09	343	854 6488 
09	356	1446 1740 
09	407	1517 
09	415	70 
09	423	530 531 
09	427	4707 5706 8825 8826 9100 
09	451	285 
09	468	187 
09	480	815 
09	488	596 
09	496	20 
09	505	334 
09	506	2012 6621 7088 
09	507	236 
09	515	91 
09	518	23 
09	525	1436 1559 
09	527	383 880 
09	538	1889 1945 
09	549	326 
09	585	3284 
09	586	85 
09	593	1529 3125 
09	597	138 
09	602	742 
09	609	922 
09	610	19 
09	613	765 2286 
09	620	146 147 
09	634	1749 
09	642	1728 2455 2597 3407 4117 6377 
09	652	217 313 
09	656	146 
09	686	47 
09	694	301 716 1188 1189 
09	713	328 
09	716	202 
09	729	78 
09	741	502 658 1659 1881 
09	748	832 2618 
09	749	280 
09	750	594 
09	759	188 
09	765	171 
09	786	20 
09	787	971 
09	793	118 1570 2069 
09	807	3456 3581 5733 
09	815	4086 
09	842	578 
09	878	589 
09	880	780 
09	881	294 
09	882	67 481 949 1806 
09	883	1470 1783 
09	885	2052 
09	887	319 591 1398 1473 1620 1837 2638 
09	893	537 
09	907	1686 
09	910	1484 
09	913	331 
09	921	1117 1122 1128 1133 1139 1147 1152 
09	923	814 1251 
09	935	61 120 
09	944	160 
09	947	1716 1721 
09	957	3 
09	968	422 
09	973	448 1018 1105 
09	979	4296 
09	981	586 
09	1007	18 
09	1021	453 
09	1022	686 1630 2197 
09	1040	2 
09	1065	214 416 
09	1081	442 
09	1094	279 
09	1095	1763 2281 
09	1106	5 
09	1110	537 539 
09	1111	844 
09	1114	91 
09	1118	483 
09	1119	680 
09	1127	294 1010 
09	1138	338 
09	1168	1363 
09	1171	298 549 753 1352 
09	1183	3060 
09	1189	63 
09	1204	1554 3179 
09	1213	2 
09	1219	153 
09	1228	6226 6484 6554 6562 6606 6722 6728 6781 6786 7138 7150 7311 7347 7679 7757 7993 
09	1245	856 995 
09	1251	21 
09	1256	693 752 
09	1265	669 
09	1269	293 
09	1277	630 
09	1282	1376 
09	1286	402 584 634 1374 1874 
09	1288	40 
09	1291	1549 
09	1296	385 653 
09	1319	141 
09	1337	799 4974 4976 5015 
09	1345	1296 
09	1379	168 1236 
09	1383	3487 
09	1420	400 555 
09	1430	536 4886 
09	1437	106 
09	1461	3411 3723 
09	1466	3057 3059 
09	1469	334 909 
09	1470	302 341 414 
09	1472	79 
09	1484	1759 2877 3451 
09	1487	7 
09	1488	843 1281 4069 4375 
09	1499	354 
09	1514	26 
09	1523	6169 
09	1526	658 
09	1536	131 
09	1550	94 
09	1561	98 
09	1562	437 499 501 600 971 1227 1426 2414 2709 2788 
09	1570	3170 
09	1579	1769 
09	1582	520 
09	1595	3290 
09	1597	565 642 
09	1598	733 1036 2011 2408 3501 10209 10226 11272 12435 12911 13498 
09	1612	1310 
09	1616	59 70 
09	1635	83 
09	1637	65 
09	1638	742 1381 2300 2343 
09	1640	795 797 
09	1651	333 
09	1656	622 628 640 
09	1692	163 
09	1705	1791 
09	1709	215 229 281 300 
09	1712	1353 2671 
09	1718	494 
09	1728	1347 1409 1630 
09	1737	507 
09	1748	1079 1882 
09	1754	310 
09	1757	2385 2706 2799 4073 5959 
09	1759	494 
09	1772	183 324 
09	1775	5 
09	1802	5 
09	1808	130 
09	1817	1264 1923 
09	1823	134 
09	1825	1398 
09	1849	116 
09	1862	457 540 635 
09	1867	174 
09	1905	163 
09	1910	248 
09	1917	416 476 
09	1942	2395 2609 
09	1945	21 
09	1947	219 
09	1983	3045 5630 7762 7764 
09	1992	445 
09	2008	20 
09	2009	1151 
09	2015	88 
09	2023	243 
09	2030	198 572 1290 1429 1445 1604 1643 2249 2261 
09	2032	214 238 
09	2033	491 523 
09	2038	332 
09	2045	971 1703 2143 5363 6128 6978 
09	2048	263 
09	2049	152 
09	2071	808 
09	2087	84 
09	2088	50 
09	2120	204 
09	2142	513 2000 
09	2149	1760 2471 
09	2173	563 905 
09	2176	6461 
09	2198	73 126 
09	2210	1848 
09	2213	346 
09	2240	194 483 
09	2251	2432 3948 5598 
09	2254	31 
09	2259	5 
09	2271	441 
09	2275	554 1346 
09	2276	647 754 1538 2478 
09	2277	3389 
09	2295	3366 3609 4019 
09	2305	593 
09	2306	1267 1800 
09	2308	203 
09	2322	601 812 
09	2327	305 307 
09	2328	364 
09	2330	351 357 361 365 372 376 380 386 392 
09	2332	313 1023 
09	2333	392 
09	2350	468 1041 3130 3351 
09	2351	568 577 581 586 591 596 601 612 
09	2354	199 
09	2357	986 
09	2379	95 
09	2392	304 
09	2409	675 681 685 691 696 
09	2421	16 
09	2444	515 
09	2449	415 
09	2480	207 665 2208 
09	2484	247 
09	2492	952 
09	2513	1094 
09	2514	132 
09	2523	30 
09	2526	167 
09	2527	79 
09	2530	65 
09	2534	94 
09	2537	2917 
09	2538	578 
09	2557	70 
09	2559	1098 
09	2563	649 
09	2568	1236 2702 
09	2576	121 
09	2586	21 
09	2607	264 
09	2620	255 841 
09	2627	927 1284 
09	2631	3335 
09	2682	577 1233 
09	2697	706 
09	2705	213 1648 3281 3469 
09	2721	2361 5148 5149 5433 6348 6404 10046 
09	2725	1745 1791 
09	2726	1884 
09	2749	1300 1759 1902 2264 2601 3577 4330 
09	2758	151 
09	2763	1097 
09	2769	1901 6611 
09	2770	303 
09	2774	280 
09	2777	125 
09	2791	169 
09	2796	204 
09	2810	296 2886 
09	2820	2797 
09	2828	1602 
09	2832	22 
09	2838	111 
09	2843	174 613 876 1039 1809 
09	2845	81 
09	2847	213 
09	2861	727 
09	2870	252 
09	2874	734 
09	2880	340 
09	2884	1289 
09	2888	370 
09	2899	551 
09	2904	761 
09	2907	1226 1413 10268 
09	2912	6 7 
09	2935	297 
09	2937	553 1031 
09	2942	65 260 514 571 
09	2962	164 716 1468 1669 2006 4036 
09	2976	112 
09	2993	326 
09	3015	713 787 3339 3673 4484 5766 
09	3020	406 2261 3589 4101 
09	3027	209 
09	3034	675 
09	3049	1083 1123 1736 2709 
09	3052	1115 
09	3071	814 1027 
09	3085	377 
09	3094	351 
09	3122	380 
09	3125	51 
09	3128	991 
09	3133	5 
09	3142	181 
09	3143	1942 
09	3147	98 
09	3175	2082 2207 
09	3181	1867 3257 3861 5836 
09	3188	1209 1605 2103 
09	3202	3254 4735 
09	3205	184 
09	3219	1422 1960 
09	3225	55 
09	3228	381 1548 1687 
09	3245	568 2199 2463 
09	3246	2906 
09	3271	1 49 
09	3273	441 1302 
09	3276	526 
09	3283	416 
09	3286	46 292 2913 
09	3306	23 
09	3310	1714 
09	3330	380 1937 1976 2312 
09	3347	164 
09	3367	9527 
09	3372	1397 1991 1992 2159 
09	3386	841 1060 1262 
09	3393	34 
09	3397	706 3319 
09	3420	145 192 
09	3424	20 
09	3427	2097 
09	3451	270 298 673 
09	3465	734 
09	3467	734 
09	3471	1232 2743 
09	3492	7 46 
09	3495	1284 
09	3496	238 
09	3504	531 533 574 
09	3514	331 
09	3526	23 1340 2629 2744 
09	3528	398 
09	3529	10 
09	3536	1963 3470 3772 3789 5025 5360 6830 8343 
09	3541	248 481 
09	3543	443 3185 3187 3198 3273 3784 3813 4320 4547 4657 5396 6000 6002 
09	3556	1066 
09	3557	957 
09	3562	2193 3022 5509 5553 5554 5619 5660 
09	3563	865 
09	3570	242 1220 1284 
09	3597	430 975 1381 1547 1548 1621 3436 4073 4197 5467 5939 5941 6038 6082 6084 6256 6397 6500 7732 8281 8668 9126 9736 11223 11286 11299 11552 12496 12695 12730 12787 12817 13057 13485 15505 19478 19903 19927 19938 20367 20927 21568 21920 23209 24776 25067 25137 25425 26375 26805 27423 28502 28526 30726 31257 31969 32016 32189 32240 32437 32658 33130 33596 33695 33727 34309 35089 35510 35703 36802 36839 36926 37693 38614 39102 39379 40429 40575 41198 41619 41620 42422 42804 42951 43649 44515 45491 45523 46404 46455 46858 47165 47467 48790 50847 51647 
09	3627	196 
09	3629	605 1346 1667 2865 
09	3643	856 
09	3646	129 
09	3647	1522 2259 
09	3661	1754 
09	3677	391 
09	3679	716 856 1255 3884 
09	3680	470 2280 2415 4204 4479 4758 5045 
09	3696	1127 2093 3863 3877 4490 
09	3734	392 463 1073 
09	3738	5 
09	3740	396 1489 
09	3745	95 165 
09	3766	979 
09	3772	1326 2050 2925 3258 
09	3782	1100 1645 
09	3786	1174 1482 1952 5627 9178 9208 9801 9802 10394 
09	3795	48 
09	3797	20 
09	3805	379 
09	3814	58 
09	3822	1297 4502 5218 5581 
09	3826	338 
09	3830	206 354 1429 3064 
09	3844	57 196 2166 3154 
09	3850	515 
09	3877	31 
09	3881	50 
09	3903	5216 5384 
09	3904	210 
09	3910	233 4084 4263 
09	3930	273 
09	3937	161 779 
09	4026	112 442 
09	4033	2104 2525 2830 4164 
09	4034	575 
09	4047	24 
09	4051	1685 2309 3377 5128 5129 
09	4052	589 2770 
09	4054	2180 
09	4060	220 
09	4061	1320 1983 
09	4066	1225 2833 
09	4067	271 
09	4072	685 
09	4079	252 
09	4081	1109 
09	4096	2135 
09	4131	1145 1975 2421 
09	4135	24 
09	4136	106 
09	4153	2463 2472 
09	4162	872 1069 1223 2048 2263 2679 3867 4134 4405 5044 7572 7907 8342 8464 9169 9740 10146 10413 11311 12208 14892 16053 16065 16067 16091 16401 17670 19678 20885 21632 21741 23342 23480 24018 24823 24847 24950 25432 
09	4168	869 1009 1222 
09	4174	233 
09	4196	105 292 350 
09	4210	49 
09	4230	437 
09	4233	700 
09	4235	682 
09	4239	66 
09	4243	3165 
09	4245	1902 1927 
09	4263	136 
09	4267	125 
09	4275	591 
09	4289	1164 
09	4297	680 
09	4298	453 
09	4299	811 1687 1813 
09	4310	1101 
09	4323	145 179 
09	4327	3244 
09	4332	770 838 1066 
09	4341	163 191 206 
09	4342	517 
09	4345	22 
09	4348	602 
09	4358	160 
09	4362	584 747 
09	4364	2125 
09	4372	152 
09	4404	212 446 
09	4409	182 
09	4416	46 
09	4422	534 
09	4435	293 434 
09	4439	399 
09	4451	847 2334 6885 8817 10895 
09	4452	124 
09	4464	816 
09	4465	967 2013 
09	4479	435 2618 3071 
09	4487	93 116 
09	4489	659 2985 
09	4500	921 1263 
09	4504	176 
09	4513	23 
09	4514	17 637 1903 2840 
09	4526	668 3054 3360 
09	4531	619 
09	4535	340 
09	4538	170 
09	4547	19 
09	4555	898 1765 2338 3387 3732 3865 5402 5449 6988 
09	4560	4058 4059 
09	4564	1121 1725 2298 2300 7172 
09	4570	224 
09	4576	2252 
09	4608	252 605 
09	4613	540 
09	4623	437 
09	4644	171 1127 
09	4645	814 
09	4665	1402 
09	4666	448 
09	4670	29 
09	4679	1468 1629 1641 1652 1692 1706 1715 1730 1740 1756 1770 1781 1794 1806 
09	4684	511 758 
09	4700	324 
09	4713	3035 
09	4717	2957 3336 3431 6488 
09	4718	2 
09	4731	468 905 2235 
09	4735	368 
09	4748	92 
09	4751	762 
09	4779	195 
09	4782	141 196 214 222 
09	4784	983 
09	4804	312 313 
09	4806	345 
09	4838	5 
09	4843	3544 
09	4846	4435 
09	4858	177 196 233 
09	4870	265 
09	4875	39 
09	4876	325 1742 4219 4616 8393 8832 9355 
09	4880	195 
09	4883	103 
09	4897	1639 3993 
09	4906	659 
09	4911	674 
09	4926	813 
09	4945	1824 3198 
09	4953	280 3165 5064 5472 
09	4966	278 358 
09	4968	843 844 2590 5043 
09	4978	4486 6058 
09	4981	888 959 1596 1669 
09	4982	994 
09	4989	318 748 807 
09	5000	1315 2492 
09	5008	393 
09	5023	1 
09	5052	923 
09	5053	2028 2626 3408 
09	5054	790 
09	5068	2155 2282 
09	5069	14 509 4294 4372 
09	5090	51 
09	5096	375 
09	5101	570 
09	5123	99 196 329 457 1379 2855 3360 3478 4122 
09	5129	4119 
09	5130	596 
09	5153	480 482 
09	5155	400 486 871 941 
09	5170	1376 1479 
09	5172	322 379 
09	5174	3043 
09	5175	115 
09	5178	5041 
09	5183	1342 1517 1586 2301 
09	5218	380 
09	5221	155 
09	5222	387 
09	5223	438 
09	5233	538 
09	5240	459 
09	5253	1170 
09	5269	1063 1109 
09	5270	402 1501 
09	5275	831 
09	5282	623 
09	5288	837 
09	5306	125 
09	5308	301 
09	5315	319 522 
09	5342	1006 1037 
09	5343	201 
09	5348	19 
09	5362	1192 
09	5371	5 
09	5385	579 
09	5388	77 655 1154 1202 1844 1869 1870 2031 2082 2290 2536 3589 4967 5910 
09	5390	257 258 749 972 1296 
09	5394	64 
09	5406	47 
09	5421	134 
09	5428	438 681 682 2417 3101 
09	5437	5 
09	5441	173 
09	5442	905 1059 1426 2418 
09	5449	1477 1496 
09	5469	676 925 1456 
09	5470	1008 1543 1622 1794 
09	5476	634 
09	5477	350 
09	5488	794 
09	5490	1819 6579 7507 8067 
09	5498	3 
09	5507	4283 5135 
09	5508	63 300 2012 
09	5520	24 
09	5527	3994 4040 6076 8184 
09	5548	974 2361 2363 
09	5554	19 
09	5555	124 240 347 
09	5558	937 1319 
09	5564	5 
09	5568	69 
09	5571	323 993 4225 4739 4815 
09	5578	19 198 
09	5581	3811 
09	5584	13955 
09	5599	548 701 881 
09	5607	210 
09	5612	144 
09	5639	1584 
09	5648	1161 2228 
09	5717	937 
09	5737	357 
09	5742	539 1306 2435 3335 3970 
09	5750	707 
09	5751	314 
09	5757	293 
09	5759	903 
09	5776	3947 5857 6323 
09	5778	340 
09	5783	7807 
09	5808	181 
09	5813	8350 
09	5827	465 467 
09	5835	877 1721 5450 
09	5843	6 62 214 
09	5847	33 
09	5853	255 429 507 523 1016 
09	5855	71 
09	5867	293 1561 1783 
09	5869	835 1267 3513 3541 5587 11532 12286 
09	5874	112 
09	5882	1045 
09	5925	782 2687 
09	5928	193 
09	5939	314 
09	5940	367 
09	5943	7 
09	5954	4842 
09	5961	362 
09	5973	1982 2255 4505 5205 5450 7887 
09	5981	550 
09	5984	1168 1321 1370 1485 
09	5986	180 547 636 
09	6000	2129 
09	6016	1402 1472 
09	6035	4209 5088 6388 7207 7243 
09	6045	407 654 977 
09	6068	1079 
09	6071	468 
09	6073	114 
09	6074	153 388 
09	6104	1285 2373 
09	6110	122 
09	6132	5 
09	6136	20 
09	6142	168 283 337 604 925 
09	6160	769 
09	6166	870 
09	6184	99 
09	6190	84 
09	6193	1143 1259 4046 
09	6219	448 450 1313 1655 3644 4156 4367 5047 
09	6226	487 
09	6231	427 
